"order_id","person_id","order_date","status","total_amount","currency","payment_method","shipping_method","notes"
105,6995,"2023-03-30","Cancelled",1204.99,"GBP","klarna","overnight",""
106,3493,"2021-06-24","Delivered",785.95,"GBP","apple_pay","economy",""
107,7364,"2022-04-05","Refunded",474.95,"USD","debit_card","overnight",""
108,6344,"2025-05-22","Refunded",492.95,"EUR","bank_transfer","express","Gift wrapping requested"
109,7062,"2021-12-16","Pending",649.95,"USD","google_pay","overnight",""
110,8679,"2023-12-31","Cancelled",1427.99,"EUR","paypal","ups",""
111,2651,"2023-07-23","Delivered",1485.95,"GBP","klarna","overnight",""
112,4707,"2023-08-25","Pending",27.95,"GBP","klarna","economy",""
113,1403,"2022-11-16","Cancelled",965.99,"EUR","klarna","overnight",""
114,2410,"2023-01-17","Returned",921.95,"GBP","paypal","overnight","Signature required"
115,657,"2022-06-04","Refunded",1109.99,"GBP","credit_card","economy",""
116,5189,"2024-04-03","Processing",1377.95,"USD","credit_card","fedex",""
117,4815,"2021-11-11","Refunded",388.95,"EUR","google_pay","dhl",""
118,9645,"2024-11-15","Cancelled",423.99,"USD","google_pay","standard",""
119,3992,"2022-09-05","Processing",1380.95,"EUR","credit_card","overnight",""
120,6505,"2021-01-28","Returned",412.99,"EUR","paypal","economy",""
121,8773,"2025-06-11","Cancelled",799.95,"EUR","credit_card","pickup_point",""
122,6386,"2021-03-20","Pending",909.95,"USD","credit_card","fedex",""
123,1292,"2022-10-27","Delivered",1458.99,"EUR","google_pay","fedex",""
124,2487,"2025-06-14","Refunded",667.99,"USD","debit_card","fedex",""
125,7753,"2021-08-15","Processing",1256.95,"EUR","bank_transfer","standard",""
126,9056,"2023-07-10","Processing",659.95,"GBP","bank_transfer","express",""
127,8652,"2023-02-19","Pending",516.95,"GBP","credit_card","economy",""
128,9314,"2024-05-24","Processing",1216.99,"GBP","credit_card","standard",""
129,615,"2022-05-03","Cancelled",865.99,"USD","apple_pay","economy",""
130,8447,"2025-12-10","Returned",156.95,"EUR","google_pay","express",""
131,260,"2023-12-12","Shipped",1201.99,"USD","apple_pay","pickup_point",""
132,7391,"2024-03-21","Delivered",312.95,"USD","debit_card","ups",""
133,6886,"2025-10-04","Cancelled",582.99,"GBP","debit_card","pickup_point",""
134,1682,"2021-10-21","Shipped",1296.95,"GBP","paypal","overnight",""
135,2540,"2024-02-17","Cancelled",930.99,"USD","apple_pay","express",""
136,3423,"2022-02-02","Shipped",1321.95,"GBP","google_pay","dhl",""
137,2245,"2022-12-19","Pending",1054.95,"GBP","google_pay","standard",""
138,7285,"2024-06-20","Pending",419.95,"USD","apple_pay","dhl","Ring doorbell twice"
139,1341,"2025-08-04","Cancelled",1336.95,"GBP","klarna","pickup_point",""
140,4951,"2021-09-09","Pending",1327.99,"USD","google_pay","ups",""
141,2452,"2022-08-23","Shipped",1098.95,"USD","credit_card","express",""
142,931,"2022-06-21","Pending",315.99,"EUR","paypal","fedex",""
143,6163,"2022-03-07","Pending",899.99,"EUR","google_pay","overnight",""
144,8944,"2022-07-27","Pending",522.99,"EUR","paypal","overnight",""
145,3362,"2022-09-25","Delivered",1317.99,"USD","apple_pay","overnight",""
146,1723,"2024-02-04","Pending",90.99,"USD","credit_card","express",""
147,7061,"2022-12-06","Pending",1092.99,"EUR","bank_transfer","express",""
148,9620,"2023-01-19","Cancelled",1450.95,"USD","debit_card","express","Do not leave in direct sunlight"
149,5979,"2024-01-15","Returned",24.95,"USD","debit_card","economy",""
150,5875,"2023-10-23","Returned",710.99,"GBP","paypal","fedex",""
151,1745,"2024-10-19","Returned",519.99,"EUR","debit_card","standard",""
152,1570,"2023-04-05","Refunded",347.95,"USD","paypal","express",""
153,5794,"2023-05-18","Shipped",329.99,"USD","klarna","overnight",""
154,3096,"2024-07-14","Refunded",731.99,"USD","credit_card","dhl",""
155,8100,"2021-02-03","Delivered",46.99,"EUR","google_pay","pickup_point",""
156,1576,"2021-10-06","Pending",394.99,"USD","apple_pay","fedex",""
157,2622,"2022-11-06","Delivered",68.99,"GBP","credit_card","ups",""
158,8190,"2021-11-18","Processing",1221.99,"USD","google_pay","express",""
159,1790,"2025-06-06","Pending",340.99,"USD","debit_card","pickup_point",""
160,1460,"2022-02-02","Cancelled",857.99,"USD","apple_pay","overnight",""
161,1842,"2025-08-12","Cancelled",697.95,"GBP","paypal","express",""
162,2847,"2023-03-10","Delivered",224.99,"GBP","debit_card","pickup_point",""
163,1289,"2021-06-18","Returned",760.99,"USD","apple_pay","pickup_point","Leave with neighbor if not home"
164,8302,"2022-11-24","Processing",631.99,"USD","credit_card","dhl",""
165,6474,"2025-04-06","Cancelled",383.99,"EUR","bank_transfer","standard",""
166,9329,"2023-05-14","Refunded",314.99,"USD","paypal","dhl",""
167,2359,"2023-09-14","Delivered",624.99,"USD","bank_transfer","standard",""
168,3015,"2022-03-01","Delivered",991.99,"EUR","bank_transfer","express",""
169,8593,"2023-03-27","Shipped",42.95,"EUR","google_pay","fedex",""
170,5482,"2021-11-30","Delivered",1264.95,"GBP","apple_pay","fedex",""
171,6354,"2021-07-14","Cancelled",630.99,"GBP","klarna","ups",""
172,9788,"2021-08-04","Refunded",84.95,"USD","debit_card","economy",""
173,6445,"2025-05-21","Returned",1304.95,"GBP","debit_card","ups",""
174,3793,"2022-12-19","Processing",1174.95,"GBP","debit_card","fedex","Please leave at front door"
175,3935,"2025-10-21","Processing",488.99,"USD","klarna","ups","Ring doorbell twice"
176,9794,"2023-01-08","Returned",708.95,"USD","google_pay","dhl",""
177,942,"2023-04-28","Pending",434.99,"EUR","google_pay","fedex",""
178,7147,"2025-10-11","Shipped",408.99,"EUR","paypal","ups",""
179,7000,"2021-04-23","Cancelled",523.99,"USD","debit_card","fedex",""
180,8321,"2025-07-04","Pending",1448.99,"EUR","credit_card","ups",""
181,7881,"2024-11-24","Shipped",429.95,"USD","paypal","dhl",""
182,1712,"2022-10-05","Shipped",399.99,"USD","klarna","pickup_point",""
183,1566,"2023-07-19","Processing",430.99,"GBP","google_pay","overnight",""
184,8011,"2025-11-12","Processing",1240.95,"EUR","google_pay","economy",""
185,5174,"2022-03-16","Delivered",641.95,"USD","apple_pay","pickup_point",""
186,5657,"2024-03-15","Processing",309.99,"GBP","debit_card","standard",""
187,2278,"2023-12-21","Refunded",224.95,"EUR","google_pay","overnight",""
188,6247,"2023-10-17","Refunded",1430.95,"GBP","google_pay","standard",""
189,9513,"2024-07-11","Delivered",547.99,"GBP","paypal","standard",""
190,9693,"2023-06-11","Returned",560.99,"USD","paypal","fedex",""
191,8736,"2021-01-10","Cancelled",512.99,"EUR","google_pay","express",""
192,8207,"2023-05-25","Returned",291.95,"USD","paypal","express",""
193,3549,"2025-09-21","Refunded",263.99,"USD","klarna","express",""
194,3717,"2023-07-22","Shipped",1081.95,"GBP","klarna","express",""
195,9057,"2022-11-25","Cancelled",230.99,"EUR","credit_card","overnight",""
196,2727,"2023-06-25","Refunded",1288.95,"USD","credit_card","economy",""
197,9030,"2021-04-25","Shipped",405.95,"USD","paypal","standard",""
198,2540,"2022-12-03","Pending",695.95,"USD","bank_transfer","fedex",""
199,258,"2023-12-11","Refunded",1096.99,"EUR","google_pay","pickup_point",""
200,2483,"2023-03-12","Refunded",1044.99,"EUR","bank_transfer","overnight",""
201,1597,"2021-08-21","Cancelled",502.99,"GBP","klarna","fedex",""
202,2300,"2022-05-18","Delivered",1090.99,"GBP","klarna","economy",""
203,6803,"2024-10-21","Pending",483.95,"GBP","apple_pay","pickup_point",""
204,191,"2021-08-04","Shipped",984.95,"GBP","apple_pay","standard",""
205,8366,"2023-08-19","Shipped",580.95,"EUR","debit_card","ups",""
206,1688,"2021-09-15","Shipped",492.95,"USD","klarna","express",""
207,6575,"2025-08-29","Delivered",1004.95,"USD","credit_card","pickup_point",""
208,3119,"2025-12-23","Cancelled",541.95,"EUR","apple_pay","fedex",""
209,5090,"2021-10-07","Shipped",717.99,"EUR","apple_pay","overnight",""
210,7794,"2025-07-31","Cancelled",155.95,"GBP","bank_transfer","standard",""
211,6255,"2024-03-05","Shipped",587.95,"EUR","credit_card","ups",""
212,510,"2024-12-30","Cancelled",768.95,"EUR","google_pay","standard",""
213,3067,"2022-05-21","Processing",1037.99,"USD","klarna","overnight",""
214,6627,"2021-10-02","Pending",871.99,"USD","klarna","dhl","Residential address"
215,7613,"2024-12-30","Delivered",1088.95,"USD","klarna","express",""
216,298,"2023-03-15","Cancelled",386.95,"USD","apple_pay","dhl",""
217,1429,"2025-04-26","Cancelled",847.99,"EUR","apple_pay","dhl",""
218,3792,"2023-01-12","Delivered",1252.99,"EUR","apple_pay","standard",""
219,1219,"2022-12-18","Cancelled",1357.95,"EUR","credit_card","express",""
220,4838,"2021-11-06","Shipped",813.95,"GBP","debit_card","overnight",""
221,5886,"2021-01-07","Refunded",49.99,"GBP","debit_card","fedex",""
222,4462,"2024-03-13","Pending",106.99,"EUR","debit_card","economy",""
223,7531,"2025-03-16","Delivered",509.99,"GBP","debit_card","express",""
224,3530,"2023-07-12","Refunded",503.95,"EUR","google_pay","overnight",""
225,7252,"2023-08-26","Processing",1086.99,"EUR","google_pay","fedex",""
226,5373,"2022-11-11","Shipped",1113.95,"EUR","paypal","ups",""
227,1411,"2022-05-31","Delivered",743.95,"USD","paypal","ups",""
228,8199,"2023-07-05","Refunded",187.99,"GBP","credit_card","pickup_point",""
229,5168,"2023-06-13","Shipped",838.95,"EUR","debit_card","overnight",""
230,431,"2022-12-03","Cancelled",1121.95,"GBP","bank_transfer","ups",""
231,3140,"2024-05-24","Returned",488.99,"EUR","google_pay","economy",""
232,2046,"2025-09-18","Pending",224.95,"GBP","bank_transfer","overnight",""
233,7328,"2023-12-30","Cancelled",175.95,"USD","apple_pay","express",""
234,3342,"2025-06-23","Refunded",546.99,"GBP","debit_card","ups",""
235,947,"2022-09-27","Delivered",266.95,"EUR","bank_transfer","ups",""
236,8317,"2023-06-10","Pending",922.99,"GBP","bank_transfer","pickup_point",""
237,6447,"2024-12-31","Cancelled",1498.99,"USD","debit_card","overnight",""
238,1675,"2023-10-06","Delivered",450.95,"GBP","bank_transfer","dhl",""
239,2687,"2023-01-24","Refunded",588.99,"USD","credit_card","overnight",""
240,9734,"2022-09-08","Refunded",1466.95,"USD","bank_transfer","fedex",""
241,5097,"2025-04-07","Refunded",578.95,"GBP","debit_card","fedex",""
242,2564,"2025-01-18","Cancelled",1456.99,"EUR","google_pay","fedex",""
243,1158,"2021-04-05","Shipped",1132.95,"GBP","debit_card","economy",""
244,9196,"2022-02-03","Refunded",55.99,"EUR","google_pay","overnight",""
245,2141,"2025-03-05","Processing",712.99,"EUR","apple_pay","pickup_point",""
246,4176,"2022-12-04","Cancelled",787.95,"USD","debit_card","overnight",""
247,4029,"2025-04-22","Returned",938.95,"EUR","apple_pay","express",""
248,199,"2023-06-30","Returned",1296.95,"EUR","paypal","pickup_point",""
249,1134,"2021-05-07","Pending",472.95,"USD","google_pay","standard",""
250,7845,"2022-10-27","Processing",91.95,"GBP","klarna","pickup_point",""
251,9743,"2023-10-14","Refunded",476.95,"EUR","credit_card","ups",""
252,6813,"2025-01-31","Refunded",1167.95,"GBP","credit_card","ups",""
253,3135,"2024-10-28","Refunded",721.99,"GBP","credit_card","dhl",""
254,987,"2021-12-30","Cancelled",1127.95,"USD","paypal","economy",""
255,1248,"2024-06-15","Delivered",211.99,"GBP","paypal","dhl",""
256,9250,"2024-10-04","Refunded",985.99,"EUR","credit_card","pickup_point",""
257,2882,"2021-01-01","Returned",733.95,"EUR","google_pay","standard",""
258,3780,"2023-06-29","Cancelled",182.99,"GBP","apple_pay","pickup_point",""
259,6801,"2024-07-04","Pending",1376.99,"EUR","debit_card","standard",""
260,4494,"2025-01-10","Processing",273.99,"GBP","apple_pay","ups",""
261,6843,"2024-12-23","Processing",695.95,"GBP","debit_card","express",""
262,6013,"2024-04-20","Refunded",678.95,"USD","paypal","pickup_point",""
263,6269,"2024-04-03","Pending",1413.99,"GBP","debit_card","fedex",""
264,5404,"2023-12-07","Shipped",1186.99,"EUR","paypal","pickup_point",""
265,6337,"2022-01-12","Delivered",493.95,"USD","credit_card","fedex",""
266,759,"2023-05-11","Pending",299.99,"USD","klarna","pickup_point",""
267,8475,"2025-10-07","Returned",1418.99,"GBP","apple_pay","fedex",""
268,7367,"2022-05-05","Returned",955.95,"EUR","bank_transfer","fedex",""
269,9990,"2025-03-02","Delivered",758.95,"EUR","bank_transfer","overnight",""
270,4998,"2025-09-09","Cancelled",1328.95,"GBP","apple_pay","standard",""
271,6448,"2025-05-21","Cancelled",236.95,"EUR","bank_transfer","ups","Leave with neighbor if not home"
272,6860,"2023-10-03","Returned",163.99,"EUR","google_pay","ups",""
273,7394,"2022-09-12","Refunded",1070.95,"USD","paypal","express",""
274,388,"2025-11-19","Refunded",1336.95,"USD","klarna","fedex",""
275,9403,"2025-05-15","Delivered",168.99,"EUR","paypal","standard",""
276,709,"2024-05-10","Delivered",1345.99,"EUR","klarna","economy",""
277,8350,"2025-01-21","Processing",968.95,"GBP","paypal","economy",""
278,9054,"2025-12-29","Refunded",188.95,"GBP","credit_card","ups",""
279,2265,"2023-03-15","Refunded",496.95,"USD","klarna","pickup_point",""
280,6292,"2023-11-09","Processing",156.95,"GBP","klarna","standard",""
281,2295,"2024-03-13","Processing",688.95,"USD","credit_card","dhl",""
282,808,"2025-01-17","Shipped",1125.95,"EUR","credit_card","standard",""
283,2444,"2021-05-28","Processing",411.99,"EUR","credit_card","ups",""
284,1934,"2021-04-18","Pending",1220.99,"EUR","debit_card","overnight",""
285,3917,"2025-06-11","Refunded",867.99,"USD","bank_transfer","overnight",""
286,5177,"2023-11-25","Shipped",916.95,"EUR","bank_transfer","pickup_point",""
287,5232,"2024-02-13","Pending",165.95,"USD","debit_card","fedex",""
288,8358,"2021-04-04","Shipped",760.99,"USD","apple_pay","standard",""
289,6795,"2022-04-15","Processing",834.95,"GBP","debit_card","ups",""
290,2038,"2022-02-01","Cancelled",898.99,"USD","apple_pay","economy",""
291,4403,"2023-06-10","Refunded",394.95,"EUR","paypal","economy",""
292,8027,"2025-05-28","Shipped",733.95,"EUR","bank_transfer","ups",""
293,6977,"2023-05-01","Refunded",782.99,"USD","credit_card","fedex",""
294,525,"2025-08-14","Returned",255.99,"USD","klarna","express",""
295,9271,"2025-12-14","Pending",1151.95,"EUR","klarna","pickup_point",""
296,1831,"2023-09-27","Shipped",839.95,"USD","paypal","dhl",""
297,1460,"2022-03-19","Pending",63.95,"EUR","klarna","ups",""
298,4230,"2022-03-09","Refunded",1053.95,"USD","paypal","standard",""
299,348,"2023-03-15","Refunded",78.99,"GBP","apple_pay","express",""
300,1823,"2022-09-02","Shipped",823.99,"GBP","credit_card","express",""
301,4596,"2025-07-31","Processing",301.95,"EUR","bank_transfer","overnight",""
302,8214,"2024-08-09","Refunded",948.95,"GBP","paypal","dhl",""
303,8389,"2021-09-07","Processing",649.99,"GBP","apple_pay","overnight",""
304,1579,"2023-12-01","Processing",1279.95,"GBP","debit_card","express",""
305,304,"2021-07-18","Refunded",981.95,"GBP","debit_card","express",""
306,8500,"2024-11-11","Returned",1423.95,"GBP","credit_card","pickup_point","Leave with neighbor if not home"
307,5695,"2022-09-13","Returned",1109.99,"EUR","klarna","economy","Please leave at front door"
308,3182,"2025-10-05","Refunded",1033.99,"USD","debit_card","overnight",""
309,3948,"2022-10-24","Delivered",750.95,"GBP","klarna","standard",""
310,3701,"2022-11-13","Processing",90.95,"USD","paypal","dhl",""
311,6382,"2022-12-13","Processing",350.99,"EUR","debit_card","overnight",""
312,7918,"2021-10-27","Refunded",750.99,"EUR","google_pay","dhl",""
313,831,"2025-07-22","Processing",1274.99,"GBP","google_pay","fedex",""
314,4584,"2022-04-16","Pending",1390.99,"GBP","bank_transfer","dhl",""
315,3233,"2024-12-25","Processing",246.95,"GBP","credit_card","economy",""
316,7036,"2021-09-19","Cancelled",1213.95,"USD","bank_transfer","standard",""
317,9474,"2022-04-16","Cancelled",25.95,"USD","apple_pay","ups",""
318,5051,"2021-12-06","Cancelled",1254.95,"GBP","debit_card","pickup_point",""
319,4789,"2021-06-03","Shipped",1166.99,"EUR","bank_transfer","express",""
320,2951,"2024-05-08","Pending",278.95,"EUR","google_pay","express",""
321,9367,"2024-07-07","Processing",42.99,"USD","apple_pay","fedex",""
322,4721,"2024-05-27","Refunded",519.99,"EUR","credit_card","fedex",""
323,4715,"2022-09-09","Shipped",793.99,"EUR","klarna","dhl",""
324,4643,"2025-05-27","Shipped",93.95,"GBP","credit_card","standard",""
325,9167,"2022-05-25","Refunded",382.99,"USD","bank_transfer","overnight",""
326,7038,"2022-12-21","Shipped",919.99,"GBP","credit_card","overnight",""
327,8398,"2021-04-21","Pending",481.99,"USD","google_pay","economy",""
328,7494,"2021-07-01","Processing",1021.99,"GBP","paypal","overnight",""
329,9250,"2024-06-03","Shipped",912.99,"GBP","klarna","standard",""
330,5077,"2025-08-03","Delivered",573.99,"USD","debit_card","pickup_point",""
331,2862,"2021-08-14","Refunded",1056.99,"USD","debit_card","ups",""
332,6155,"2023-07-02","Pending",558.95,"GBP","paypal","economy",""
333,8813,"2024-07-21","Pending",837.95,"USD","bank_transfer","overnight",""
334,7871,"2024-10-12","Refunded",20.99,"USD","paypal","ups",""
335,1806,"2021-09-09","Processing",57.95,"GBP","klarna","standard",""
336,5221,"2022-07-16","Refunded",896.95,"EUR","credit_card","dhl",""
337,9109,"2023-12-11","Shipped",1030.99,"USD","google_pay","express",""
338,6785,"2022-01-30","Cancelled",1013.99,"USD","apple_pay","dhl",""
339,3461,"2024-10-19","Delivered",1028.99,"EUR","google_pay","dhl",""
340,2671,"2025-10-21","Returned",157.99,"EUR","paypal","express",""
341,1397,"2022-08-20","Returned",829.99,"USD","apple_pay","pickup_point",""
342,1150,"2021-08-29","Cancelled",992.99,"GBP","paypal","dhl",""
343,2402,"2023-04-23","Delivered",632.99,"USD","paypal","overnight",""
344,3287,"2024-04-21","Delivered",769.99,"GBP","bank_transfer","fedex",""
345,9966,"2022-03-28","Shipped",1015.95,"USD","apple_pay","ups","Please pack carefully"
346,4351,"2023-10-10","Processing",539.99,"GBP","bank_transfer","dhl",""
347,722,"2024-10-31","Returned",775.99,"EUR","debit_card","overnight",""
348,8162,"2025-01-25","Processing",1255.99,"EUR","debit_card","express",""
349,4706,"2023-08-30","Shipped",359.99,"EUR","klarna","pickup_point",""
350,4185,"2021-07-20","Pending",342.95,"GBP","paypal","dhl",""
351,432,"2023-03-09","Shipped",610.99,"USD","paypal","overnight",""
352,4448,"2021-12-08","Cancelled",1083.99,"USD","apple_pay","dhl",""
353,8389,"2023-07-27","Refunded",1164.95,"USD","google_pay","standard",""
354,716,"2024-08-26","Returned",46.95,"USD","paypal","standard",""
355,6035,"2022-12-20","Cancelled",127.99,"EUR","paypal","express",""
356,1942,"2023-08-08","Processing",1108.95,"USD","credit_card","standard",""
357,2698,"2024-04-19","Cancelled",1403.99,"GBP","bank_transfer","express",""
358,9920,"2022-06-17","Refunded",296.95,"USD","klarna","overnight",""
359,9399,"2025-11-20","Shipped",674.95,"GBP","debit_card","pickup_point",""
360,159,"2021-01-28","Cancelled",625.99,"GBP","klarna","standard",""
361,6127,"2025-01-11","Cancelled",582.99,"EUR","debit_card","express",""
362,6650,"2025-08-30","Shipped",710.99,"USD","debit_card","dhl",""
363,9437,"2024-11-15","Returned",724.99,"EUR","debit_card","express",""
364,2753,"2023-06-24","Shipped",338.99,"USD","paypal","pickup_point",""
365,3969,"2023-10-24","Refunded",1331.99,"USD","klarna","fedex",""
366,4836,"2022-07-28","Returned",913.95,"EUR","bank_transfer","standard",""
367,4515,"2022-06-07","Cancelled",121.95,"EUR","apple_pay","standard",""
368,248,"2022-05-25","Shipped",1119.95,"GBP","credit_card","economy",""
369,3213,"2024-12-31","Cancelled",1310.95,"GBP","apple_pay","pickup_point",""
