"order_id","person_id","order_date","status","total_amount","currency","payment_method","shipping_method","notes"
73,7119,"2023-08-20","Delivered",239.99,"USD","apple_pay","ups",""
74,46760,"2021-04-01","Returned",1420.99,"EUR","bank_transfer","express",""
75,75732,"2022-07-01","Processing",355.99,"EUR","paypal","standard",""
76,66526,"2022-02-10","Returned",783.99,"USD","debit_card","fedex",""
77,73617,"2023-06-04","Processing",545.99,"GBP","credit_card","overnight","Business address"
78,37726,"2025-10-17","Shipped",1258.99,"GBP","google_pay","dhl",""
79,28695,"2022-03-08","Cancelled",954.99,"GBP","credit_card","pickup_point",""
80,32988,"2023-03-19","Processing",439.99,"GBP","klarna","fedex",""
81,70234,"2022-07-22","Pending",51.95,"EUR","paypal","economy",""
82,3598,"2024-09-07","Cancelled",1071.99,"EUR","debit_card","economy",""
83,99929,"2021-11-20","Returned",873.95,"EUR","paypal","express",""
84,86970,"2022-01-29","Pending",484.99,"USD","credit_card","ups",""
85,5450,"2023-09-29","Refunded",77.95,"GBP","google_pay","dhl","Residential address"
86,43630,"2023-11-18","Delivered",1407.95,"EUR","google_pay","ups",""
87,43696,"2025-03-21","Returned",1204.95,"EUR","debit_card","economy","Please leave at front door"
88,79997,"2021-11-16","Cancelled",921.99,"EUR","klarna","fedex",""
89,29722,"2024-03-16","Delivered",888.99,"USD","bank_transfer","ups",""
90,82077,"2022-02-02","Processing",192.99,"GBP","bank_transfer","dhl",""
91,32042,"2023-07-20","Processing",119.99,"USD","google_pay","ups","Business address"
92,24421,"2023-04-19","Refunded",133.95,"EUR","debit_card","dhl",""
93,26559,"2025-04-13","Returned",1158.95,"GBP","credit_card","pickup_point",""
94,95045,"2023-08-21","Refunded",1496.99,"USD","credit_card","economy",""
95,2908,"2021-05-07","Refunded",516.99,"USD","bank_transfer","standard",""
96,35848,"2021-12-22","Pending",1492.95,"EUR","apple_pay","ups",""
97,90674,"2022-05-05","Processing",1127.99,"USD","paypal","dhl",""
98,64387,"2023-04-13","Cancelled",247.99,"EUR","debit_card","standard",""
99,23690,"2021-02-26","Shipped",621.95,"USD","apple_pay","economy",""
100,8506,"2021-01-03","Returned",1159.95,"GBP","apple_pay","overnight",""
101,47828,"2025-09-06","Shipped",888.95,"USD","google_pay","standard",""
102,96450,"2021-05-25","Returned",387.99,"EUR","bank_transfer","dhl","Ring doorbell twice"
103,49293,"2024-07-01","Pending",815.99,"GBP","google_pay","standard",""
104,83209,"2024-11-06","Delivered",1011.95,"GBP","paypal","express",""
105,75031,"2022-05-18","Shipped",403.95,"GBP","bank_transfer","pickup_point",""
106,67908,"2022-05-15","Delivered",310.99,"USD","bank_transfer","economy",""
107,51048,"2024-03-02","Cancelled",700.99,"EUR","paypal","dhl",""
108,85146,"2025-09-12","Delivered",233.95,"USD","klarna","ups",""
109,61664,"2022-02-23","Pending",42.99,"USD","google_pay","express",""
110,75068,"2022-12-11","Cancelled",840.95,"USD","credit_card","ups",""
111,39457,"2024-06-20","Shipped",1382.95,"USD","klarna","economy",""
112,61161,"2024-12-14","Shipped",873.95,"EUR","credit_card","overnight",""
113,38713,"2025-01-02","Refunded",1450.99,"GBP","google_pay","overnight",""
114,51152,"2022-07-03","Shipped",963.99,"GBP","google_pay","ups",""
115,19175,"2025-06-10","Cancelled",850.95,"GBP","paypal","ups",""
116,44468,"2021-12-01","Cancelled",552.99,"EUR","google_pay","fedex",""
117,6564,"2022-06-20","Returned",441.95,"EUR","credit_card","fedex",""
118,31768,"2023-07-14","Shipped",937.95,"USD","klarna","standard",""
119,34068,"2024-05-18","Pending",391.95,"USD","paypal","pickup_point",""
120,16450,"2022-05-03","Cancelled",1430.99,"GBP","google_pay","pickup_point",""
121,45127,"2023-01-29","Delivered",201.95,"GBP","bank_transfer","overnight",""
122,78888,"2023-07-16","Pending",1258.99,"GBP","paypal","economy",""
123,27624,"2024-11-20","Shipped",53.99,"GBP","bank_transfer","express",""
124,19420,"2022-06-27","Returned",453.95,"USD","debit_card","overnight",""
125,91138,"2025-03-14","Cancelled",879.99,"GBP","klarna","overnight",""
126,73591,"2022-07-31","Shipped",299.99,"GBP","bank_transfer","economy",""
127,45787,"2022-05-14","Processing",1268.99,"GBP","klarna","fedex",""
128,49776,"2021-06-21","Shipped",540.99,"USD","klarna","express",""
129,40629,"2023-02-06","Cancelled",685.99,"EUR","debit_card","ups",""
130,62992,"2021-01-17","Delivered",396.99,"USD","credit_card","economy",""
131,54609,"2024-02-18","Pending",1080.95,"USD","google_pay","express",""
132,63190,"2024-05-28","Returned",588.99,"EUR","bank_transfer","ups",""
133,12151,"2023-06-13","Shipped",1463.99,"GBP","paypal","pickup_point",""
134,88397,"2024-05-14","Delivered",778.95,"GBP","klarna","overnight",""
135,24921,"2023-10-02","Processing",1114.95,"USD","klarna","express",""
136,96563,"2023-07-04","Shipped",528.95,"USD","debit_card","pickup_point",""
137,41965,"2021-09-12","Pending",996.99,"USD","google_pay","ups",""
138,74437,"2022-06-05","Returned",10.99,"EUR","apple_pay","fedex",""
139,73258,"2024-12-05","Pending",564.99,"USD","klarna","fedex",""
140,77778,"2022-03-23","Cancelled",1023.95,"USD","paypal","overnight",""
141,22983,"2024-01-27","Pending",112.99,"GBP","debit_card","express",""
142,65654,"2021-04-23","Shipped",1277.95,"USD","bank_transfer","ups",""
143,53626,"2021-09-24","Delivered",1350.99,"EUR","debit_card","economy",""
144,47003,"2025-10-23","Shipped",343.95,"GBP","google_pay","economy",""
145,35618,"2021-01-22","Refunded",980.95,"GBP","paypal","economy",""
146,64676,"2022-08-04","Shipped",1290.95,"GBP","credit_card","pickup_point",""
147,20016,"2022-01-04","Delivered",1383.95,"USD","bank_transfer","overnight",""
148,26034,"2024-06-25","Pending",997.95,"GBP","google_pay","fedex",""
149,67152,"2022-12-08","Pending",983.99,"EUR","paypal","express",""
150,94269,"2023-03-03","Pending",985.95,"GBP","paypal","express",""
151,71884,"2025-09-13","Shipped",305.99,"EUR","bank_transfer","overnight",""
152,99588,"2022-12-28","Pending",1310.99,"USD","paypal","standard",""
153,69499,"2023-06-24","Refunded",304.95,"USD","apple_pay","fedex",""
154,94988,"2023-09-19","Cancelled",235.99,"EUR","apple_pay","express",""
155,76282,"2025-06-03","Cancelled",1262.99,"USD","klarna","dhl","Do not leave in direct sunlight"
156,79397,"2025-04-05","Processing",641.95,"USD","debit_card","dhl",""
157,82415,"2025-11-20","Refunded",500.99,"EUR","google_pay","fedex",""
158,52955,"2024-10-01","Returned",213.99,"USD","klarna","standard",""
159,86994,"2024-09-06","Pending",57.95,"USD","paypal","express",""
160,4699,"2023-10-01","Delivered",1398.99,"GBP","apple_pay","ups","Fragile - handle with care"
161,54351,"2024-11-24","Pending",339.99,"GBP","bank_transfer","fedex",""
162,45846,"2024-12-22","Cancelled",1223.99,"EUR","debit_card","economy",""
163,25656,"2025-11-06","Refunded",1348.95,"EUR","apple_pay","fedex",""
164,28242,"2022-06-27","Cancelled",611.95,"EUR","credit_card","overnight",""
165,24977,"2021-04-25","Pending",493.95,"EUR","klarna","economy",""
166,73208,"2022-11-17","Cancelled",658.95,"EUR","credit_card","standard",""
167,51756,"2025-05-10","Processing",946.99,"EUR","google_pay","fedex",""
168,59017,"2021-06-06","Processing",1115.99,"GBP","klarna","dhl",""
169,16806,"2023-03-25","Returned",981.99,"USD","bank_transfer","dhl",""
170,13719,"2025-10-31","Returned",477.99,"EUR","debit_card","economy",""
171,66691,"2025-09-11","Cancelled",152.95,"EUR","debit_card","express",""
172,3581,"2022-08-30","Cancelled",687.99,"USD","debit_card","overnight",""
173,46036,"2021-10-30","Delivered",147.99,"GBP","credit_card","standard",""
174,15342,"2025-02-07","Delivered",1170.95,"GBP","klarna","dhl",""
175,91606,"2025-05-19","Refunded",967.95,"GBP","klarna","standard",""
176,3174,"2023-04-13","Shipped",1435.99,"GBP","debit_card","dhl",""
177,15467,"2023-03-12","Processing",250.95,"USD","paypal","economy",""
178,96265,"2022-07-29","Cancelled",1034.99,"EUR","apple_pay","overnight",""
179,83427,"2025-12-06","Pending",22.95,"GBP","apple_pay","economy",""
180,73419,"2021-06-13","Refunded",193.99,"EUR","debit_card","fedex",""
181,64308,"2023-06-04","Delivered",1401.99,"GBP","debit_card","economy",""
182,10931,"2023-07-06","Refunded",144.95,"EUR","google_pay","dhl","ASAP delivery needed"
183,92090,"2021-12-21","Processing",785.95,"GBP","klarna","pickup_point","Please leave at front door"
184,86230,"2023-07-03","Delivered",385.95,"EUR","paypal","dhl",""
185,75819,"2023-02-21","Shipped",1132.99,"EUR","bank_transfer","express",""
186,70727,"2024-04-16","Refunded",821.99,"EUR","google_pay","dhl",""
187,550,"2024-04-03","Processing",453.95,"GBP","debit_card","express",""
188,69688,"2022-02-08","Delivered",1136.99,"USD","credit_card","overnight",""
189,55772,"2021-08-20","Pending",1207.95,"EUR","credit_card","ups",""
190,1955,"2025-04-02","Pending",516.99,"USD","paypal","dhl",""
191,92018,"2023-05-07","Cancelled",1016.95,"GBP","bank_transfer","ups",""
192,63123,"2025-01-04","Cancelled",340.95,"GBP","paypal","pickup_point",""
193,81320,"2022-02-15","Cancelled",353.99,"USD","apple_pay","express","Combine with other items if available"
194,31334,"2021-09-05","Returned",269.95,"GBP","paypal","dhl",""
195,99051,"2025-06-15","Refunded",937.95,"USD","bank_transfer","pickup_point","Business address"
196,89912,"2021-08-03","Processing",1341.95,"USD","google_pay","fedex",""
197,4329,"2021-12-01","Refunded",399.99,"USD","credit_card","fedex",""
198,35505,"2021-02-18","Processing",582.95,"GBP","bank_transfer","express",""
199,71281,"2024-11-02","Refunded",906.99,"EUR","klarna","standard",""
200,68838,"2021-07-29","Delivered",295.95,"USD","debit_card","express",""
201,54997,"2023-02-17","Refunded",177.99,"GBP","apple_pay","economy",""
202,42211,"2023-01-09","Processing",678.95,"GBP","bank_transfer","standard",""
203,17658,"2024-08-06","Cancelled",1063.99,"GBP","bank_transfer","ups",""
204,5017,"2021-03-03","Shipped",1357.95,"USD","apple_pay","standard",""
205,49188,"2025-03-10","Cancelled",726.99,"EUR","bank_transfer","ups",""
206,53985,"2021-02-19","Shipped",188.99,"GBP","debit_card","dhl",""
207,57240,"2021-07-22","Processing",443.95,"GBP","google_pay","express",""
208,92954,"2025-04-03","Delivered",101.95,"GBP","klarna","pickup_point",""
209,12182,"2024-01-29","Cancelled",942.99,"GBP","google_pay","fedex",""
210,50838,"2025-12-10","Shipped",515.95,"GBP","google_pay","standard",""
211,6110,"2024-05-18","Delivered",519.95,"GBP","paypal","economy","Residential address"
212,20491,"2025-04-17","Returned",992.99,"EUR","credit_card","overnight",""
213,84415,"2025-09-18","Refunded",1062.95,"GBP","debit_card","ups",""
214,63794,"2023-06-15","Processing",320.99,"USD","apple_pay","economy",""
215,97563,"2021-07-12","Delivered",1224.99,"GBP","credit_card","economy",""
216,35880,"2023-06-25","Refunded",676.95,"USD","apple_pay","ups",""
217,20423,"2025-02-19","Delivered",763.95,"USD","google_pay","standard",""
218,66530,"2025-06-09","Delivered",995.99,"GBP","bank_transfer","pickup_point",""
219,29795,"2025-06-02","Delivered",1443.99,"EUR","credit_card","overnight",""
220,9087,"2021-10-13","Delivered",860.95,"GBP","apple_pay","fedex",""
221,50387,"2023-10-14","Shipped",1429.99,"EUR","bank_transfer","economy",""
222,59783,"2025-10-12","Refunded",668.95,"EUR","apple_pay","overnight",""
223,16155,"2021-04-27","Pending",45.95,"GBP","apple_pay","fedex",""
224,84705,"2023-03-21","Delivered",1462.95,"EUR","paypal","fedex",""
225,15586,"2022-07-04","Shipped",624.99,"USD","apple_pay","express",""
226,84359,"2025-08-14","Delivered",548.95,"EUR","credit_card","economy",""
227,13720,"2024-05-06","Processing",882.95,"GBP","credit_card","express",""
228,6293,"2022-04-17","Processing",709.95,"USD","google_pay","standard",""
229,84949,"2022-09-19","Shipped",1273.95,"GBP","debit_card","standard",""
230,15093,"2022-12-07","Returned",619.95,"EUR","bank_transfer","economy",""
231,94742,"2023-04-16","Shipped",1006.99,"EUR","bank_transfer","ups",""
232,24917,"2022-08-04","Delivered",143.99,"GBP","bank_transfer","pickup_point",""
233,22116,"2025-08-15","Delivered",805.95,"EUR","apple_pay","economy",""
234,63548,"2024-10-20","Shipped",1285.95,"GBP","klarna","dhl",""
235,25244,"2021-05-30","Cancelled",1038.95,"USD","google_pay","overnight",""
236,66363,"2023-06-17","Processing",232.95,"EUR","paypal","standard",""
237,6659,"2021-10-15","Pending",567.95,"USD","credit_card","standard",""
238,78546,"2021-09-06","Processing",10.95,"USD","bank_transfer","dhl",""
239,10807,"2022-08-06","Cancelled",1071.99,"GBP","credit_card","fedex",""
240,45712,"2023-07-03","Returned",1328.95,"EUR","klarna","overnight",""
241,44328,"2021-06-01","Pending",1354.99,"GBP","debit_card","dhl",""
242,3124,"2024-07-24","Processing",1079.95,"GBP","credit_card","overnight",""
243,38016,"2025-06-27","Pending",402.99,"GBP","google_pay","economy",""
244,20855,"2022-05-27","Delivered",1011.99,"USD","google_pay","ups",""
245,22427,"2022-11-13","Delivered",1242.99,"GBP","paypal","dhl",""
246,97148,"2021-01-19","Refunded",1319.99,"EUR","klarna","express",""
247,49277,"2022-03-29","Refunded",131.99,"GBP","klarna","express",""
248,59343,"2024-05-03","Pending",1413.99,"EUR","klarna","standard",""
249,34676,"2025-09-04","Shipped",727.95,"EUR","credit_card","fedex",""
250,14798,"2024-07-08","Refunded",901.99,"USD","debit_card","fedex",""
251,58197,"2024-01-21","Cancelled",57.95,"USD","google_pay","express",""
252,43841,"2021-04-19","Delivered",1048.95,"EUR","bank_transfer","dhl",""
253,60336,"2021-07-24","Pending",1384.95,"USD","paypal","ups",""
254,51754,"2021-10-06","Refunded",933.99,"GBP","klarna","pickup_point",""
255,91877,"2024-10-21","Pending",1141.99,"GBP","credit_card","standard",""
256,89892,"2025-07-15","Returned",400.99,"GBP","paypal","pickup_point",""
257,90907,"2022-04-29","Delivered",1340.99,"USD","google_pay","express",""
258,89108,"2024-01-02","Processing",641.95,"GBP","debit_card","pickup_point",""
259,54957,"2024-09-20","Delivered",1299.99,"GBP","debit_card","pickup_point",""
260,90980,"2023-01-07","Delivered",292.99,"USD","google_pay","economy",""
261,42987,"2021-06-09","Refunded",583.99,"USD","google_pay","fedex",""
262,73386,"2023-07-30","Delivered",519.95,"EUR","bank_transfer","economy",""
263,84120,"2021-07-18","Refunded",261.95,"GBP","paypal","express",""
264,33519,"2022-03-12","Returned",913.99,"GBP","bank_transfer","dhl",""
265,32926,"2024-09-23","Returned",475.95,"USD","debit_card","standard",""
266,10400,"2022-09-12","Returned",1222.99,"GBP","credit_card","pickup_point",""
267,86721,"2025-10-10","Shipped",694.99,"EUR","paypal","ups",""
268,36605,"2025-07-15","Delivered",221.95,"USD","credit_card","dhl",""
269,7035,"2022-03-31","Shipped",30.99,"USD","apple_pay","fedex",""
270,98425,"2024-10-29","Processing",829.99,"EUR","klarna","economy",""
271,98054,"2024-07-02","Delivered",1301.95,"GBP","klarna","dhl",""
272,8054,"2023-09-10","Processing",453.99,"EUR","paypal","fedex",""
273,62965,"2022-07-13","Returned",1166.99,"EUR","bank_transfer","economy",""
274,22259,"2021-10-22","Shipped",804.95,"USD","google_pay","pickup_point",""
275,31186,"2023-04-09","Pending",422.99,"USD","bank_transfer","economy",""
276,49643,"2023-11-21","Shipped",1098.95,"GBP","bank_transfer","dhl",""
277,88392,"2022-04-09","Cancelled",1106.99,"GBP","paypal","express",""
278,19975,"2022-02-19","Refunded",424.95,"GBP","klarna","standard",""
279,5083,"2021-05-22","Refunded",1219.99,"EUR","paypal","ups",""
280,19619,"2023-01-15","Processing",850.95,"USD","klarna","economy",""
281,46325,"2025-11-23","Processing",1070.99,"GBP","klarna","fedex",""
282,58348,"2022-12-06","Shipped",201.95,"GBP","google_pay","economy",""
283,39977,"2022-02-02","Cancelled",591.99,"USD","google_pay","express",""
284,52194,"2025-09-23","Refunded",261.95,"USD","klarna","economy",""
285,2239,"2023-02-02","Cancelled",629.95,"GBP","bank_transfer","fedex",""
286,60993,"2021-08-29","Shipped",513.95,"GBP","debit_card","standard",""
287,293,"2023-05-25","Processing",752.99,"USD","debit_card","dhl",""
288,14604,"2021-07-20","Returned",1214.99,"EUR","bank_transfer","overnight",""
289,95931,"2023-11-30","Processing",961.99,"EUR","debit_card","express",""
290,10859,"2021-06-22","Cancelled",139.99,"EUR","google_pay","overnight",""
291,69802,"2025-06-12","Cancelled",1077.99,"EUR","credit_card","pickup_point",""
292,38645,"2021-07-24","Processing",1441.99,"GBP","paypal","express",""
293,40446,"2023-11-29","Cancelled",297.99,"USD","debit_card","ups",""
294,74769,"2023-05-08","Cancelled",454.95,"GBP","paypal","dhl",""
295,61897,"2023-04-02","Returned",813.95,"EUR","credit_card","economy",""
296,68965,"2023-08-09","Shipped",621.99,"EUR","apple_pay","dhl",""
297,20824,"2025-04-20","Cancelled",867.95,"EUR","paypal","fedex",""
298,30001,"2025-05-19","Processing",301.99,"EUR","klarna","economy",""
299,39308,"2024-10-21","Cancelled",135.99,"EUR","klarna","fedex",""
300,94776,"2024-09-23","Shipped",1396.95,"GBP","google_pay","ups",""
301,72235,"2024-07-16","Delivered",1344.95,"GBP","klarna","pickup_point","Ring doorbell twice"
302,47914,"2021-05-09","Refunded",1207.95,"USD","apple_pay","pickup_point",""
303,21521,"2023-10-29","Delivered",303.95,"GBP","klarna","fedex",""
304,74818,"2024-02-22","Delivered",669.99,"EUR","debit_card","fedex",""
305,24694,"2023-06-02","Returned",204.95,"USD","google_pay","pickup_point",""
306,30602,"2023-11-27","Cancelled",634.99,"EUR","bank_transfer","dhl",""
307,25409,"2021-01-08","Returned",363.95,"GBP","bank_transfer","pickup_point","Business address"
308,35047,"2023-03-21","Processing",286.95,"GBP","paypal","ups",""
309,95018,"2023-05-22","Cancelled",1170.99,"GBP","klarna","fedex",""
310,92426,"2023-04-02","Shipped",15.95,"GBP","debit_card","overnight",""
311,44589,"2023-12-10","Pending",494.95,"GBP","credit_card","dhl",""
312,36385,"2022-08-16","Delivered",229.95,"GBP","apple_pay","dhl",""
313,71561,"2024-02-09","Refunded",548.95,"EUR","apple_pay","fedex",""
314,84074,"2024-04-30","Delivered",1015.95,"USD","klarna","ups",""
315,79878,"2024-08-14","Processing",136.95,"USD","klarna","express",""
316,4427,"2025-05-30","Returned",1432.95,"USD","bank_transfer","ups",""
317,41482,"2023-10-03","Cancelled",216.95,"EUR","paypal","express",""
318,9240,"2021-06-11","Cancelled",1364.99,"EUR","debit_card","standard",""
319,58739,"2024-01-18","Refunded",275.99,"USD","credit_card","overnight",""
320,7145,"2022-04-14","Shipped",134.95,"USD","klarna","pickup_point",""
321,71700,"2022-10-10","Pending",500.99,"GBP","paypal","dhl",""
322,33261,"2023-10-09","Shipped",544.95,"EUR","credit_card","overnight",""
323,75824,"2025-02-16","Shipped",1425.95,"GBP","apple_pay","overnight",""
324,56130,"2022-12-21","Cancelled",314.95,"GBP","paypal","pickup_point",""
325,20146,"2021-07-19","Delivered",302.95,"EUR","debit_card","fedex",""
326,75008,"2022-03-12","Cancelled",42.99,"GBP","debit_card","fedex",""
327,476,"2024-06-20","Delivered",1491.99,"EUR","paypal","overnight",""
328,76584,"2025-06-06","Refunded",1415.99,"EUR","apple_pay","fedex",""
329,50437,"2021-07-12","Pending",550.95,"GBP","debit_card","overnight",""
330,94096,"2024-03-13","Refunded",298.95,"GBP","google_pay","overnight",""
331,43950,"2021-07-24","Shipped",217.99,"USD","klarna","ups",""
332,99505,"2024-12-18","Refunded",1243.95,"USD","debit_card","express",""
333,99428,"2022-04-01","Pending",394.99,"EUR","bank_transfer","fedex","ASAP delivery needed"
334,6301,"2021-04-13","Delivered",401.95,"USD","paypal","economy",""
335,78881,"2023-02-03","Shipped",369.95,"USD","debit_card","fedex",""
336,26872,"2023-03-14","Delivered",1295.99,"USD","paypal","standard",""
337,51845,"2025-12-11","Processing",636.99,"EUR","paypal","dhl",""
338,39907,"2021-11-13","Processing",629.99,"USD","klarna","pickup_point",""
339,83021,"2025-02-28","Shipped",969.95,"GBP","klarna","standard",""
340,17355,"2023-08-05","Refunded",1124.99,"EUR","apple_pay","dhl",""
341,79849,"2021-08-03","Processing",1196.99,"USD","paypal","standard",""
342,79668,"2021-07-06","Shipped",1149.95,"GBP","google_pay","standard",""
343,23314,"2021-08-17","Cancelled",1171.95,"GBP","google_pay","pickup_point",""
344,41319,"2021-10-01","Delivered",316.95,"EUR","paypal","standard","Please leave at front door"
345,83485,"2025-11-06","Refunded",328.99,"GBP","paypal","dhl",""
346,46985,"2025-10-07","Delivered",790.99,"GBP","bank_transfer","economy",""
347,90365,"2021-11-01","Cancelled",262.95,"USD","credit_card","fedex",""
348,36910,"2022-02-23","Pending",752.95,"EUR","google_pay","fedex",""
349,82323,"2021-08-17","Processing",874.95,"USD","debit_card","pickup_point",""
350,27903,"2023-08-12","Shipped",1416.95,"GBP","google_pay","pickup_point",""
351,81737,"2022-10-03","Returned",1394.99,"USD","debit_card","express",""
352,36770,"2023-06-06","Delivered",1133.95,"EUR","google_pay","dhl",""
353,95236,"2021-01-02","Delivered",809.95,"USD","debit_card","overnight",""
354,98733,"2024-03-29","Cancelled",30.99,"GBP","bank_transfer","economy",""
355,48902,"2022-04-10","Processing",1103.99,"USD","debit_card","express",""
356,24073,"2021-01-19","Cancelled",1267.95,"GBP","bank_transfer","ups",""
357,96959,"2022-08-11","Processing",440.99,"USD","debit_card","economy",""
358,16166,"2024-12-11","Shipped",685.95,"EUR","apple_pay","express",""
359,44804,"2025-06-22","Pending",328.99,"USD","debit_card","express","Deliver to back entrance"
360,838,"2024-10-10","Cancelled",235.99,"USD","google_pay","standard",""
361,54359,"2022-09-04","Refunded",917.95,"USD","google_pay","standard",""
362,57472,"2023-12-12","Returned",901.95,"EUR","credit_card","pickup_point",""
363,9925,"2023-01-31","Processing",889.95,"EUR","credit_card","pickup_point",""
364,56269,"2022-05-04","Processing",1480.95,"USD","credit_card","ups",""
365,7056,"2023-04-02","Refunded",170.95,"EUR","apple_pay","fedex",""
366,72840,"2024-08-05","Refunded",1461.95,"EUR","credit_card","ups",""
